chr,region,ctrl_18w_methy_site_num,chr,region,ccl4_18w_methy_site_num
chr15,89500000,4546,chr15,89500000,5988
chr15,9e+07,3213,chr15,9e+07,3664
chr15,90500000,3023,chr15,90500000,3307
chr15,9.1e+07,3741,chr15,9.1e+07,4052
chr15,91500000,4678,chr15,91500000,5196
chr15,9.2e+07,4458,chr15,9.2e+07,4733
chr15,92500000,4116,chr15,92500000,4333
chr15,9.3e+07,4299,chr15,9.3e+07,4897
chr15,93500000,5132,chr15,93500000,5681
chr15,9.4e+07,5397,chr15,9.4e+07,5986
chr15,94500000,4958,chr15,94500000,5385
chr15,9.5e+07,5040,chr15,9.5e+07,5790
chr15,95500000,4505,chr15,95500000,4861
chr15,9.6e+07,4934,chr15,9.6e+07,5913
chr15,96500000,5306,chr15,96500000,6069
chr15,9.7e+07,5502,chr15,9.7e+07,6681
chr15,97500000,5567,chr15,97500000,6642
chr15,9.8e+07,5470,chr15,9.8e+07,6719
chr15,98500000,4722,chr15,98500000,5522
chr15,9.9e+07,5179,chr15,9.9e+07,6372
chr15,99500000,4808,chr15,99500000,5782
chr15,1e+08,4429,chr15,1e+08,5048
chr15,100500000,4557,chr15,100500000,5247
chr15,1.01e+08,4708,chr15,1.01e+08,5901
chr15,101500000,4146,chr15,101500000,5504
chr15,1.02e+08,3440,chr15,1.02e+08,4270
chr15,102500000,4154,chr15,102500000,5105
chr15,1.03e+08,3669,chr15,1.03e+08,4564
chr15,103500000,3201,chr15,103500000,3867
chr15,1.04e+08,2043,chr15,1.04e+08,2054
chr16,3500000,1449,chr16,3500000,1620
chr16,4e+06,3763,chr16,4e+06,4460
chr16,4500000,3221,chr16,4500000,3954
chr16,5e+06,3980,chr16,5e+06,5005
chr16,5500000,3754,chr16,5500000,4490
chr16,6e+06,2381,chr16,6e+06,2632
chr16,6500000,2496,chr16,6500000,2725
chr16,7e+06,1994,chr16,7e+06,2196
chr16,7500000,2563,chr16,7500000,2863
chr16,8e+06,1803,chr16,8e+06,1925
chr16,8500000,2954,chr16,8500000,3481
chr16,9e+06,4237,chr16,9e+06,4931
chr16,9500000,3432,chr16,9500000,3668
chr16,1e+07,3287,chr16,1e+07,3722
chr16,10500000,3270,chr16,10500000,3846
chr16,1.1e+07,3608,chr16,1.1e+07,4512
chr16,11500000,3945,chr16,11500000,4691
chr16,1.2e+07,3531,chr16,1.2e+07,3967
chr16,12500000,2619,chr16,12500000,2778
chr16,1.3e+07,2759,chr16,1.3e+07,3061
chr16,13500000,3749,chr16,13500000,4400
chr16,1.4e+07,3469,chr16,1.4e+07,3992
chr16,14500000,3223,chr16,14500000,3621
chr16,1.5e+07,2074,chr16,1.5e+07,2202
chr16,15500000,2181,chr16,15500000,2336
chr16,1.6e+07,3015,chr16,1.6e+07,3378
chr16,16500000,2643,chr16,16500000,3024
chr16,1.7e+07,2742,chr16,1.7e+07,2946
chr16,17500000,4008,chr16,17500000,4471
chr16,1.8e+07,4169,chr16,1.8e+07,5126
chr16,18500000,3991,chr16,18500000,4856
chr16,1.9e+07,3777,chr16,1.9e+07,4446
chr16,19500000,2130,chr16,19500000,2206
chr16,2e+07,2532,chr16,2e+07,2680
chr16,20500000,3575,chr16,20500000,4186
chr16,2.1e+07,3804,chr16,2.1e+07,4596
chr16,21500000,3833,chr16,21500000,4504
chr16,2.2e+07,4524,chr16,2.2e+07,5310
chr16,22500000,4598,chr16,22500000,5189
chr16,2.3e+07,4371,chr16,2.3e+07,5024
chr16,23500000,4214,chr16,23500000,4768
chr16,2.4e+07,3754,chr16,2.4e+07,4266
chr16,24500000,4003,chr16,24500000,4575
chr16,2.5e+07,3824,chr16,2.5e+07,4125
chr16,25500000,3374,chr16,25500000,3729
chr16,2.6e+07,3226,chr16,2.6e+07,3480
chr16,26500000,2665,chr16,26500000,2842
chr16,2.7e+07,2770,chr16,2.7e+07,2897
chr16,27500000,2362,chr16,27500000,2403
chr16,2.8e+07,2319,chr16,2.8e+07,2280
chr16,28500000,2731,chr16,28500000,2819
chr16,2.9e+07,3940,chr16,2.9e+07,4398
chr16,29500000,3473,chr16,29500000,3880
chr16,3e+07,4135,chr16,3e+07,4792
chr16,30500000,3962,chr16,30500000,4675
chr16,3.1e+07,4329,chr16,3.1e+07,5105
chr16,31500000,4169,chr16,31500000,4964
chr16,3.2e+07,3946,chr16,3.2e+07,4623
chr16,32500000,3485,chr16,32500000,4284
chr16,3.3e+07,3559,chr16,3.3e+07,4375
chr16,33500000,4238,chr16,33500000,4789
chr16,3.4e+07,4615,chr16,3.4e+07,5252
chr16,34500000,4274,chr16,34500000,5129
chr16,3.5e+07,4197,chr16,3.5e+07,4859
chr16,35500000,4298,chr16,35500000,4958
chr16,3.6e+07,4352,chr16,3.6e+07,5101
chr16,36500000,2408,chr16,36500000,2587
chr16,3.7e+07,3684,chr16,3.7e+07,4294
chr16,37500000,2531,chr16,37500000,2625
chr16,3.8e+07,4110,chr16,3.8e+07,4748
chr16,38500000,4369,chr16,38500000,4959
chr16,3.9e+07,3985,chr16,3.9e+07,4797
chr16,39500000,2182,chr16,39500000,2332
chr16,4e+07,2093,chr16,4e+07,2131
chr16,40500000,2523,chr16,40500000,2536
chr16,4.1e+07,2661,chr16,4.1e+07,2701
chr16,41500000,2301,chr16,41500000,2225
chr16,4.2e+07,2623,chr16,4.2e+07,2743
chr16,42500000,3181,chr16,42500000,3366
chr16,4.3e+07,2918,chr16,4.3e+07,2983
chr16,43500000,3223,chr16,43500000,3251
chr16,4.4e+07,4110,chr16,4.4e+07,4556
chr16,44500000,4477,chr16,44500000,4956
chr16,4.5e+07,3198,chr16,4.5e+07,3490
chr16,45500000,2086,chr16,45500000,2284
chr16,4.6e+07,3189,chr16,4.6e+07,3464
chr16,46500000,3256,chr16,46500000,3428
chr16,4.7e+07,2660,chr16,4.7e+07,2674
chr16,47500000,1932,chr16,47500000,1901
chr16,4.8e+07,2256,chr16,4.8e+07,2291
chr16,48500000,3278,chr16,48500000,3580
chr16,4.9e+07,3006,chr16,4.9e+07,3095
chr16,49500000,2659,chr16,49500000,2734
chr16,5e+07,3790,chr16,5e+07,4205
chr16,50500000,4275,chr16,50500000,4395
chr16,5.1e+07,3931,chr16,5.1e+07,4185
chr16,51500000,2271,chr16,51500000,2177
chr16,5.2e+07,2479,chr16,5.2e+07,2452
chr16,52500000,3951,chr16,52500000,4223
chr16,5.3e+07,2438,chr16,5.3e+07,2532
chr16,53500000,2063,chr16,53500000,2111
chr16,5.4e+07,2138,chr16,5.4e+07,2052
chr16,54500000,2064,chr16,54500000,2039
chr16,5.5e+07,2242,chr16,5.5e+07,2284
chr16,55500000,3008,chr16,55500000,3115
chr16,5.6e+07,3888,chr16,5.6e+07,4365
chr16,56500000,3299,chr16,56500000,3441
chr16,5.7e+07,2954,chr16,5.7e+07,3021
chr16,57500000,4110,chr16,57500000,4412
chr16,5.8e+07,3193,chr16,5.8e+07,3380
chr16,58500000,2778,chr16,58500000,3014
chr16,5.9e+07,2441,chr16,5.9e+07,2537
chr16,59500000,2391,chr16,59500000,2575
chr16,6e+07,3054,chr16,6e+07,3300
chr16,60500000,2147,chr16,60500000,2053
chr16,6.1e+07,2003,chr16,6.1e+07,2023
chr16,61500000,2260,chr16,61500000,2301
chr16,6.2e+07,1748,chr16,6.2e+07,1719
chr16,62500000,2038,chr16,62500000,1973
chr16,6.3e+07,3307,chr16,6.3e+07,3698
chr16,63500000,2343,chr16,63500000,2451
chr16,6.4e+07,2643,chr16,6.4e+07,2653
chr16,64500000,2749,chr16,64500000,2644
chr16,6.5e+07,3368,chr16,6.5e+07,3454
chr16,65500000,2258,chr16,65500000,2301
chr16,6.6e+07,2894,chr16,6.6e+07,2830
chr16,66500000,2469,chr16,66500000,2542
chr16,6.7e+07,2663,chr16,6.7e+07,2609
chr16,67500000,2660,chr16,67500000,2457
chr16,6.8e+07,1998,chr16,6.8e+07,1940
chr16,68500000,1865,chr16,68500000,1791
chr16,6.9e+07,2090,chr16,6.9e+07,2124
chr16,69500000,1769,chr16,69500000,1774
chr16,7e+07,2345,chr16,7e+07,2321
chr16,70500000,2834,chr16,70500000,2867
chr16,7.1e+07,2686,chr16,7.1e+07,2662
chr16,71500000,1974,chr16,71500000,1990
chr16,7.2e+07,2205,chr16,7.2e+07,2182
chr16,72500000,2535,chr16,72500000,2507
chr16,7.3e+07,4072,chr16,7.3e+07,4375
chr16,73500000,3587,chr16,73500000,3708
chr16,7.4e+07,3104,chr16,7.4e+07,3046
chr16,74500000,3068,chr16,74500000,2928
chr16,7.5e+07,2515,chr16,7.5e+07,2465
chr16,75500000,2766,chr16,75500000,2772
chr16,7.6e+07,3188,chr16,7.6e+07,3360
chr16,76500000,4550,chr16,76500000,5181
chr16,7.7e+07,3694,chr16,7.7e+07,3836
chr16,77500000,3815,chr16,77500000,3704
chr16,7.8e+07,3397,chr16,7.8e+07,3308
chr16,78500000,4324,chr16,78500000,4737
chr16,7.9e+07,3638,chr16,7.9e+07,3738
chr16,79500000,2703,chr16,79500000,2761
chr16,8e+07,2250,chr16,8e+07,2310
chr16,80500000,2407,chr16,80500000,2237
chr16,8.1e+07,2308,chr16,8.1e+07,2283
chr16,81500000,2619,chr16,81500000,2534
chr16,8.2e+07,2352,chr16,8.2e+07,2257
chr16,82500000,2337,chr16,82500000,2328
chr16,8.3e+07,2344,chr16,8.3e+07,2316
chr16,83500000,2101,chr16,83500000,2025
chr16,8.4e+07,2007,chr16,8.4e+07,2016
chr16,84500000,2180,chr16,84500000,2189
chr16,8.5e+07,3933,chr16,8.5e+07,4346
chr16,85500000,3532,chr16,85500000,3855
chr16,8.6e+07,3079,chr16,8.6e+07,3382
chr16,86500000,2223,chr16,86500000,2236
chr16,8.7e+07,2023,chr16,8.7e+07,2022
chr16,87500000,3963,chr16,87500000,4351
chr16,8.8e+07,4650,chr16,8.8e+07,5336
chr16,88500000,2861,chr16,88500000,3014
chr16,8.9e+07,3232,chr16,8.9e+07,3400
chr16,89500000,2496,chr16,89500000,2664
chr16,9e+07,5190,chr16,9e+07,6248
chr16,90500000,5457,chr16,90500000,6661
chr16,9.1e+07,5412,chr16,9.1e+07,6381
chr16,91500000,4908,chr16,91500000,5822
chr16,9.2e+07,5518,chr16,9.2e+07,6817
chr16,92500000,5416,chr16,92500000,6318
chr16,9.3e+07,5101,chr16,9.3e+07,6059
chr16,93500000,4888,chr16,93500000,5513
chr16,9.4e+07,4223,chr16,9.4e+07,5178
chr16,94500000,5219,chr16,94500000,6290
chr16,9.5e+07,4658,chr16,9.5e+07,5444
chr16,95500000,4362,chr16,95500000,5016
chr16,9.6e+07,4285,chr16,9.6e+07,4959
chr16,96500000,4174,chr16,96500000,4799
chr16,9.7e+07,3079,chr16,9.7e+07,3552
chr16,97500000,2680,chr16,97500000,2980
chr16,9.8e+07,2566,chr16,9.8e+07,3061
chr17,3500000,3526,chr17,3500000,3754
chr17,4e+06,2988,chr17,4e+06,3158
chr17,4500000,2564,chr17,4500000,2667
chr17,5e+06,3544,chr17,5e+06,4069
chr17,5500000,5363,chr17,5500000,6219
chr17,6e+06,4731,chr17,6e+06,5347
chr17,6500000,4864,chr17,6500000,5315
chr17,7e+06,4693,chr17,7e+06,5214
chr17,7500000,2911,chr17,7500000,3451
chr17,8e+06,3759,chr17,8e+06,4383
chr17,8500000,3672,chr17,8500000,4261
chr17,9e+06,4457,chr17,9e+06,5253
chr17,9500000,3303,chr17,9500000,3871
chr17,1e+07,3344,chr17,1e+07,3784
chr17,10500000,3639,chr17,10500000,4434
chr17,1.1e+07,3462,chr17,1.1e+07,3588
chr17,11500000,3538,chr17,11500000,3829
chr17,1.2e+07,4389,chr17,1.2e+07,4910
chr17,12500000,4566,chr17,12500000,5345
chr17,1.3e+07,3975,chr17,1.3e+07,4769
chr17,13500000,2347,chr17,13500000,2754
chr17,1.4e+07,2878,chr17,1.4e+07,3148
chr17,14500000,4122,chr17,14500000,4643
chr17,1.5e+07,3618,chr17,1.5e+07,4128
chr17,15500000,3890,chr17,15500000,4413
chr17,1.6e+07,3864,chr17,1.6e+07,4088
chr17,16500000,1970,chr17,16500000,2101
chr17,1.7e+07,2662,chr17,1.7e+07,2708
chr17,17500000,2775,chr17,17500000,2958
chr17,1.8e+07,2331,chr17,1.8e+07,2439
chr17,18500000,2253,chr17,18500000,2244
chr17,1.9e+07,1734,chr17,1.9e+07,1817
chr17,19500000,2089,chr17,19500000,2291
chr17,2e+07,1864,chr17,2e+07,1807
chr17,20500000,1753,chr17,20500000,1810
chr17,2.1e+07,2050,chr17,2.1e+07,2072
chr17,21500000,2106,chr17,21500000,2402
chr17,2.2e+07,2577,chr17,2.2e+07,2717
chr17,22500000,2087,chr17,22500000,2211
chr17,2.3e+07,2265,chr17,2.3e+07,2383
chr17,23500000,1419,chr17,23500000,1499
chr17,2.4e+07,3153,chr17,2.4e+07,4226
chr17,24500000,2942,chr17,24500000,3806
chr17,2.5e+07,3404,chr17,2.5e+07,4427
chr17,25500000,3391,chr17,25500000,4410
chr17,2.6e+07,4367,chr17,2.6e+07,5472
chr17,26500000,3581,chr17,26500000,4768
chr17,2.7e+07,4249,chr17,2.7e+07,5254
chr17,27500000,6578,chr17,27500000,7676
chr17,2.8e+07,4482,chr17,2.8e+07,5644
chr17,28500000,4579,chr17,28500000,5833
chr17,2.9e+07,4466,chr17,2.9e+07,5584
chr17,29500000,3683,chr17,29500000,4952
chr17,3e+07,3984,chr17,3e+07,5265
chr17,30500000,5350,chr17,30500000,6010
chr17,3.1e+07,9413,chr17,3.1e+07,9727
chr17,31500000,4190,chr17,31500000,4994
chr17,3.2e+07,4082,chr17,3.2e+07,5329
chr17,32500000,3947,chr17,32500000,4874
chr17,3.3e+07,3765,chr17,3.3e+07,4430
chr17,33500000,2251,chr17,33500000,2666
chr17,3.4e+07,2931,chr17,3.4e+07,3660
chr17,34500000,2622,chr17,34500000,3307
chr17,3.5e+07,3881,chr17,3.5e+07,5188
chr17,35500000,3494,chr17,35500000,4467
chr17,3.6e+07,3772,chr17,3.6e+07,4924
chr17,36500000,2835,chr17,36500000,3360
chr17,3.7e+07,2563,chr17,3.7e+07,2979
chr17,37500000,1858,chr17,37500000,2232
chr17,3.8e+07,1860,chr17,3.8e+07,1907
chr17,38500000,2273,chr17,38500000,2389
chr17,3.9e+07,1941,chr17,3.9e+07,1897
chr17,39500000,2432,chr17,39500000,2375
chr17,4e+07,2994,chr17,4e+07,2935
chr17,40500000,2003,chr17,40500000,2105
chr17,4.1e+07,2326,chr17,4.1e+07,2498
chr17,41500000,1593,chr17,41500000,1663
chr17,4.2e+07,1506,chr17,4.2e+07,1503
chr17,42500000,1859,chr17,42500000,1903
chr17,4.3e+07,2609,chr17,4.3e+07,2872
chr17,43500000,3726,chr17,43500000,4226
chr17,4.4e+07,3784,chr17,4.4e+07,4199
chr17,44500000,3626,chr17,44500000,4101
chr17,4.5e+07,3961,chr17,4.5e+07,4439
chr17,45500000,4079,chr17,45500000,4871
chr17,4.6e+07,3919,chr17,4.6e+07,4888
chr17,46500000,4769,chr17,46500000,5631
chr17,4.7e+07,5047,chr17,4.7e+07,6580
chr17,47500000,4362,chr17,47500000,5383
chr17,4.8e+07,3840,chr17,4.8e+07,4706
chr17,48500000,3383,chr17,48500000,4222
chr17,4.9e+07,3534,chr17,4.9e+07,4231
chr17,49500000,3396,chr17,49500000,3786
chr17,5e+07,3805,chr17,5e+07,4250
chr17,50500000,3991,chr17,50500000,4666
chr17,5.1e+07,3129,chr17,5.1e+07,3409
chr17,51500000,3027,chr17,51500000,3009
chr17,5.2e+07,3795,chr17,5.2e+07,4157
chr17,52500000,2571,chr17,52500000,2680
chr17,5.3e+07,2394,chr17,5.3e+07,2330
chr17,53500000,2533,chr17,53500000,2810
chr17,5.4e+07,2649,chr17,5.4e+07,3054
chr17,54500000,1687,chr17,54500000,1813
chr17,5.5e+07,1703,chr17,5.5e+07,1749
chr17,55500000,1567,chr17,55500000,1642
chr17,5.6e+07,2317,chr17,5.6e+07,2562
chr17,56500000,4348,chr17,56500000,5429
chr17,5.7e+07,4043,chr17,5.7e+07,5250
chr17,57500000,3000,chr17,57500000,3921
chr17,5.8e+07,2074,chr17,5.8e+07,2152
chr17,58500000,1872,chr17,58500000,1929
chr17,5.9e+07,2543,chr17,5.9e+07,2599
chr17,59500000,2850,chr17,59500000,2833
chr17,6e+07,2340,chr17,6e+07,2302
chr17,60500000,2288,chr17,60500000,2287
chr17,6.1e+07,2296,chr17,6.1e+07,2225
chr17,61500000,2369,chr17,61500000,2396
chr17,6.2e+07,2392,chr17,6.2e+07,2272
chr17,62500000,3008,chr17,62500000,2969
chr17,6.3e+07,5006,chr17,6.3e+07,5477
chr17,63500000,4815,chr17,63500000,4996
chr17,6.4e+07,3773,chr17,6.4e+07,4162
chr17,64500000,3835,chr17,64500000,4315
chr17,6.5e+07,4508,chr17,6.5e+07,5009
chr17,65500000,3422,chr17,65500000,3680
chr17,6.6e+07,4599,chr17,6.6e+07,5339
chr17,66500000,4721,chr17,66500000,5611
chr17,6.7e+07,4241,chr17,6.7e+07,4729
chr17,67500000,4111,chr17,67500000,4677
chr17,6.8e+07,4817,chr17,6.8e+07,5891
chr17,68500000,3340,chr17,68500000,3678
chr17,6.9e+07,3452,chr17,6.9e+07,3609
chr17,69500000,4840,chr17,69500000,5514
chr17,7e+07,3305,chr17,7e+07,3489
chr17,70500000,2920,chr17,70500000,3168
chr17,7.1e+07,4284,chr17,7.1e+07,4997
chr17,71500000,3817,chr17,71500000,4402
chr17,7.2e+07,3718,chr17,7.2e+07,4300
chr17,72500000,3215,chr17,72500000,3622
chr17,7.3e+07,3297,chr17,7.3e+07,3844
chr17,73500000,3712,chr17,73500000,4169
chr17,7.4e+07,3880,chr17,7.4e+07,4455
chr17,74500000,3422,chr17,74500000,3731
chr17,7.5e+07,3631,chr17,7.5e+07,4000
chr17,75500000,4222,chr17,75500000,4800
chr17,7.6e+07,3055,chr17,7.6e+07,3358
chr17,76500000,2095,chr17,76500000,1964
chr17,7.7e+07,1872,chr17,7.7e+07,1852
chr17,77500000,2041,chr17,77500000,1984
chr17,7.8e+07,2522,chr17,7.8e+07,2558
chr17,78500000,4673,chr17,78500000,5159
chr17,7.9e+07,3382,chr17,7.9e+07,4069
chr17,79500000,2329,chr17,79500000,2812
chr17,8e+07,4234,chr17,8e+07,4969
chr17,80500000,4933,chr17,80500000,5456
chr17,8.1e+07,4806,chr17,8.1e+07,5510
chr17,81500000,3590,chr17,81500000,3950
chr17,8.2e+07,3050,chr17,8.2e+07,3245
chr17,82500000,2459,chr17,82500000,2445
chr17,8.3e+07,2910,chr17,8.3e+07,3147
chr17,83500000,4515,chr17,83500000,5418
chr17,8.4e+07,5290,chr17,8.4e+07,6144
chr17,84500000,4038,chr17,84500000,4863
chr17,8.5e+07,5326,chr17,8.5e+07,6089
chr17,85500000,5473,chr17,85500000,6163
chr17,8.6e+07,4766,chr17,8.6e+07,5593
chr17,86500000,4491,chr17,86500000,5320
chr17,8.7e+07,4181,chr17,8.7e+07,5337
chr17,87500000,4430,chr17,87500000,5391
chr17,8.8e+07,3862,chr17,8.8e+07,4752
chr17,88500000,3827,chr17,88500000,4030
chr17,8.9e+07,3775,chr17,8.9e+07,4122
chr17,89500000,2542,chr17,89500000,2663
chr17,9e+07,1844,chr17,9e+07,1794
chr17,90500000,2571,chr17,90500000,2650
chr17,9.1e+07,2666,chr17,9.1e+07,2727
chr17,91500000,2236,chr17,91500000,2232
chr17,9.2e+07,1604,chr17,9.2e+07,1607
chr17,92500000,1605,chr17,92500000,1732
chr17,9.3e+07,1930,chr17,9.3e+07,1888
chr17,93500000,1933,chr17,93500000,1972
chr17,9.4e+07,1860,chr17,9.4e+07,1826
chr17,94500000,1876,chr17,94500000,1845
chr18,3500000,3158,chr18,3500000,3486
chr18,4e+06,2671,chr18,4e+06,3013
chr18,4500000,2819,chr18,4500000,3218
chr18,5e+06,3055,chr18,5e+06,3507
chr18,5500000,3462,chr18,5500000,3862
chr18,6e+06,2609,chr18,6e+06,2855
chr18,6500000,3076,chr18,6500000,3307
chr18,7e+06,2598,chr18,7e+06,2782
chr18,7500000,2640,chr18,7500000,2931
chr18,8e+06,2801,chr18,8e+06,2961
chr18,8500000,1928,chr18,8500000,2070
chr18,9e+06,1870,chr18,9e+06,1947
chr18,9500000,2191,chr18,9500000,2521
chr18,1e+07,2434,chr18,1e+07,2789
chr18,10500000,2955,chr18,10500000,2991
chr18,1.1e+07,3064,chr18,1.1e+07,3356
chr18,11500000,2806,chr18,11500000,3168
chr18,1.2e+07,2998,chr18,1.2e+07,3448
chr18,12500000,3591,chr18,12500000,4171
chr18,1.3e+07,4445,chr18,1.3e+07,5108
chr18,13500000,2980,chr18,13500000,3253
chr18,1.4e+07,3816,chr18,1.4e+07,4493
chr18,14500000,3120,chr18,14500000,3350
chr18,1.5e+07,3072,chr18,1.5e+07,3267
chr18,15500000,3285,chr18,15500000,3583
chr18,1.6e+07,2458,chr18,1.6e+07,2673
chr18,16500000,2629,chr18,16500000,2632
chr18,1.7e+07,3087,chr18,1.7e+07,3152
chr18,17500000,2250,chr18,17500000,2362
chr18,1.8e+07,2266,chr18,1.8e+07,2336
chr18,18500000,2114,chr18,18500000,2160
chr18,1.9e+07,2175,chr18,1.9e+07,2240
chr18,19500000,2134,chr18,19500000,2114
chr18,2e+07,2181,chr18,2e+07,2195
chr18,20500000,2643,chr18,20500000,2750
chr18,2.1e+07,3834,chr18,2.1e+07,4373
chr18,21500000,3544,chr18,21500000,3968
chr18,2.2e+07,2990,chr18,2.2e+07,3056
chr18,22500000,2576,chr18,22500000,2684
chr18,2.3e+07,2311,chr18,2.3e+07,2449
chr18,23500000,2819,chr18,23500000,3037
chr18,2.4e+07,3672,chr18,2.4e+07,4143
chr18,24500000,3776,chr18,24500000,4311
chr18,2.5e+07,3985,chr18,2.5e+07,4448
chr18,25500000,2900,chr18,25500000,3248
chr18,2.6e+07,3461,chr18,2.6e+07,3993
chr18,26500000,2460,chr18,26500000,2415
chr18,2.7e+07,2210,chr18,2.7e+07,2303
chr18,27500000,2120,chr18,27500000,2103
chr18,2.8e+07,2531,chr18,2.8e+07,2509
chr18,28500000,1883,chr18,28500000,1944
chr18,2.9e+07,1870,chr18,2.9e+07,1965
chr18,29500000,2234,chr18,29500000,2175
chr18,3e+07,2349,chr18,3e+07,2428
chr18,30500000,3108,chr18,30500000,3389
chr18,3.1e+07,2153,chr18,3.1e+07,2242
chr18,31500000,2238,chr18,31500000,2255
chr18,3.2e+07,3993,chr18,3.2e+07,4418
chr18,32500000,3604,chr18,32500000,4251
chr18,3.3e+07,2897,chr18,3.3e+07,3259
chr18,33500000,3080,chr18,33500000,3184
chr18,3.4e+07,3616,chr18,3.4e+07,4106
chr18,34500000,4185,chr18,34500000,4791
chr18,3.5e+07,3937,chr18,3.5e+07,4658
chr18,35500000,3395,chr18,35500000,3948
chr18,3.6e+07,3695,chr18,3.6e+07,4574
chr18,36500000,3865,chr18,36500000,4290
chr18,3.7e+07,4125,chr18,3.7e+07,5192
chr18,37500000,3581,chr18,37500000,4239
chr18,3.8e+07,4480,chr18,3.8e+07,5471
chr18,38500000,4020,chr18,38500000,5136
chr18,3.9e+07,3961,chr18,3.9e+07,4580
chr18,39500000,3996,chr18,39500000,4523
chr18,4e+07,3093,chr18,4e+07,3341
chr18,40500000,2801,chr18,40500000,2952
chr18,4.1e+07,2272,chr18,4.1e+07,2336
chr18,41500000,2067,chr18,41500000,2129
chr18,4.2e+07,2526,chr18,4.2e+07,2723
chr18,42500000,3853,chr18,42500000,4419
chr18,4.3e+07,3780,chr18,4.3e+07,4066
chr18,43500000,3379,chr18,43500000,3665
chr18,4.4e+07,2638,chr18,4.4e+07,2828
chr18,44500000,2694,chr18,44500000,2980
chr18,4.5e+07,3068,chr18,4.5e+07,3374
chr18,45500000,2262,chr18,45500000,2316
chr18,4.6e+07,2748,chr18,4.6e+07,2956
chr18,46500000,3551,chr18,46500000,3945
chr18,4.7e+07,4297,chr18,4.7e+07,4758
chr18,47500000,4071,chr18,47500000,4561
chr18,4.8e+07,2924,chr18,4.8e+07,3151
chr18,48500000,2420,chr18,48500000,2268
chr18,4.9e+07,1743,chr18,4.9e+07,1773
chr18,49500000,2657,chr18,49500000,2723
chr18,5e+07,3521,chr18,5e+07,3676
chr18,50500000,3412,chr18,50500000,3749
chr18,5.1e+07,2266,chr18,5.1e+07,2156
chr18,51500000,2464,chr18,51500000,2560
chr18,5.2e+07,2038,chr18,5.2e+07,1943
chr18,52500000,2509,chr18,52500000,2570
chr18,5.3e+07,3949,chr18,5.3e+07,4268
chr18,53500000,4512,chr18,53500000,4946
chr18,5.4e+07,4287,chr18,5.4e+07,4633
chr18,54500000,3821,chr18,54500000,3956
chr18,5.5e+07,3954,chr18,5.5e+07,4536
chr18,55500000,3203,chr18,55500000,3565
chr18,5.6e+07,3109,chr18,5.6e+07,3257
chr18,56500000,3239,chr18,56500000,3609
chr18,5.7e+07,4322,chr18,5.7e+07,4712
chr18,57500000,4006,chr18,57500000,4486
chr18,5.8e+07,3750,chr18,5.8e+07,4168
chr18,58500000,3771,chr18,58500000,4390
chr18,5.9e+07,3255,chr18,5.9e+07,3365
chr18,59500000,2774,chr18,59500000,3028
chr18,6e+07,2103,chr18,6e+07,2091
chr18,60500000,2424,chr18,60500000,2573
chr18,6.1e+07,3978,chr18,6.1e+07,5138
chr18,61500000,4236,chr18,61500000,5232
chr18,6.2e+07,4307,chr18,6.2e+07,5117
chr18,62500000,3439,chr18,62500000,3850
chr18,6.3e+07,3632,chr18,6.3e+07,4018
chr18,63500000,3904,chr18,63500000,4347
chr18,6.4e+07,3855,chr18,6.4e+07,4139
chr18,64500000,4135,chr18,64500000,4827
chr18,6.5e+07,3730,chr18,6.5e+07,4109
chr18,65500000,4321,chr18,65500000,4875
chr18,6.6e+07,4340,chr18,6.6e+07,5193
chr18,66500000,4053,chr18,66500000,4383
chr18,6.7e+07,3319,chr18,6.7e+07,3520
chr18,67500000,4256,chr18,67500000,5179
chr18,6.8e+07,3546,chr18,6.8e+07,4049
chr18,68500000,4434,chr18,68500000,4979
chr18,6.9e+07,3789,chr18,6.9e+07,4097
chr18,69500000,4447,chr18,69500000,5016
chr18,7e+07,4641,chr18,7e+07,5292
chr18,70500000,1978,chr18,70500000,2269
chr18,7.1e+07,3175,chr18,7.1e+07,3356
chr18,71500000,2736,chr18,71500000,2809
chr18,7.2e+07,2930,chr18,7.2e+07,2939
chr18,72500000,2455,chr18,72500000,2435
chr18,7.3e+07,2501,chr18,7.3e+07,2497
chr18,73500000,3410,chr18,73500000,3754
chr18,7.4e+07,4573,chr18,7.4e+07,5490
chr18,74500000,4012,chr18,74500000,4673
chr18,7.5e+07,4483,chr18,7.5e+07,5214
chr18,75500000,4843,chr18,75500000,5707
chr18,7.6e+07,2586,chr18,7.6e+07,3523
chr18,76500000,3084,chr18,76500000,3665
chr18,7.7e+07,4571,chr18,7.7e+07,5394
chr18,77500000,4308,chr18,77500000,4892
chr18,7.8e+07,3964,chr18,7.8e+07,4860
chr18,78500000,4249,chr18,78500000,4988
chr18,7.9e+07,3838,chr18,7.9e+07,4134
chr18,79500000,3614,chr18,79500000,3672
chr18,8e+07,2300,chr18,8e+07,2417
chr18,80500000,5244,chr18,80500000,6210
chr18,8.1e+07,4345,chr18,8.1e+07,5305
chr18,81500000,4399,chr18,81500000,5066
chr18,8.2e+07,4993,chr18,8.2e+07,5578
chr18,82500000,3530,chr18,82500000,3992
chr18,8.3e+07,5470,chr18,8.3e+07,6648
chr18,83500000,4825,chr18,83500000,5433
chr18,8.4e+07,4554,chr18,8.4e+07,5017
chr18,84500000,4902,chr18,84500000,5555
